Location,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.5630342,259.1842105,287.01,255.2918182,291.3152381,288.525,311.7116667,281.3763636,230.7541667,257.3138462,199.576,,,
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.8009996,85.38652704,91.45542396,96.85187008,101.3482137,105.9623469,110.8288469,119.3016653,123.8890858,126.4995594,116.6284068,,,
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.8965749,120.7487079,120.0105033,128.5958001,136.2742854,143.2329081,148.4927183,158.7605831,162.41532,163.4271272,168.0697872,,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.1549725,147.3842623,173.7602079,97.56412274,102.1678731,90.06537372,86.6811711,44.25573355,96.08066184,77.63279499,99.08825481,,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.1451613,267.4677419,333.6129032,313.15,293.6333333,276.4098361,250.516129,244.5847499,248.7328491,272.5209272,403.9482097,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5950668,49.49425287,64.12884044,68.04029304,62.65560166,67.72474747,66.94700855,64.88356164,77.64791134,83.23229706,90.11035654,,,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.55427279,55.31120928,48.95761267,63.78724452,60.16865079,58.82951023,53.82662692,41.06535151,39.59181297,46.53758425,28.21386852,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.138903961,7.533875339,8.315217391,9.001636661,8.46043956,11.02250274,12.45304778,9.364336819,11.05956977,13.04748758,19.12899669,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.094237288,2.148135593,2.203050847,5.450666667,2.466333333,3.191666667,4.1428125,2.266571429,2.416285714,3.159428571,1.996857143,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,10.33333333,29.66666667,117.6666667,87.33333333,22.33333333,88.66666667,82.33333333,123,138,,,
Middle East & North Africa (all income levels),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.57817617,98.28666892,97.17552638,100.7274008,97.16677346,92.47078721,96.31864525,79.75677521,76.81508817,81.02058438,89.13665453,,,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.30828333,66.7979439,73.2942039,79.23700713,69.07718006,75.08231941,52.18519916,51.95313089,78.29740774,89.2016115,72.02905067,,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0.5,0.5,,,,,,,,,,
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0340191,134.9871855,134.7878465,145.0347445,153.6880131,161.9301978,168.492523,180.6520649,184.9675642,186.6842568,192.4764017,,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.85971944,32.80467091,53.48156182,62.02232143,57.46697039,67.12296984,56.15801887,56.69761905,67.03140097,63.59178744,57.19565217,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.04158337,15.69248617,17.50132112,31.05027548,22.48168721,6.088979122,19.60038333,22.00728757,26.04489142,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2222222,94.19354839,130,105.6097561,148,110.75,74,54.25,43.06167401,45.04405286,219.1111111,,,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.290103427,10.30900416,19.91162228,6.52112536,9.01625387,15.77290347,7.609687675,6.236427645,6.637221349,15.21620619,15.71774492,,,
Middle East & North Africa (developing only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.88421007,94.03588718,93.60689725,98.03726796,93.81224393,86.7582397,95.40369641,78.90558671,72.55555622,71.09546942,66.50237815,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.70114943,15.63218391,14.79190751,11.32947977,14.35465116,12.54913295,12.4127907,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.883597884,5.705965909,8.342329545,5.261870504,9.359195402,8.560455192,8.322541966,12.17041801,18.04560261,22.85597381,25.10339506,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97752809,0.736222222,2.259782609,1.4274,4.643061224,2.712941176,11.85634615,4.185660377,8.199469027,7.355929204,5.994159292,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.3707865,299.4545455,307.6896552,352.1529412,257.8674699,282.2222222,228.775,227.9625,163.2,243.2307692,224.1842105,,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.71368421,31.07733333,34.406,30.491875,36.82454545,41.71866667,34.87043478,30.84571429,35.37648649,29.52277778,39.88613333,,,
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.018762,1304.132032,1627.809368,1457.356934,1662.098845,1836.520577,2026.900858,1517.46414,2196.953586,2062.688351,1570.696734,,,
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0415815,106.839135,108.1269138,106.3831905,108.8138016,111.4441551,102.0195558,98.44039275,110.7858995,118.8152611,118.14865,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.903186275,1.411042945,3.204907975,1.911547912,2.846248462,2.465,0.28625,1.59,4.43375,6.605,6.1125,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.5882353,536.4705882,231.3235294,282.5,240,267.6470588,199.4117647,99.41176471,150,171.6923077,202.0967742,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.611819484,0.29366548,0.239985821,0.38766551,0.527622551,0.354907873,0.153418231,0.353489933,0.49602649,0.485641026,1.325031447,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.528882353,6.141,4.545114286,7.197333333,10.03888587,4.205054054,5.876833333,5.26103125,6.197333333,4.470558824,4.772857143,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4085,31.89560976,32.97538462,28.1135,32.62741935,31.47,27.10823529,34.69151515,34.73612018,51.57285429,53.68266667,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.8231441,438.2913907,357.3135255,337.8064806,353.1463825,302.1390828,267.7086068,238.1710439,293.3258361,246.8111332,310.1177052,,,
High income: nonOECD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.5797267,213.5074627,215.2301496,218.8654292,216.4184149,220.4175463,213.6581035,179.0994012,170.1731025,192.8178484,187.6614892,,,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.68094218,5.0587473,8.025217391,3.568859649,5.642035398,1.608928571,1.364864865,18.20272727,25.08211009,34.655292,28.41454202,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836.390756,2279.081928,1760.647619,2718.687059,2494.977444,2304.607889,1726.609272,1271.819533,1270.635271,1780.609342,1485.804449,,,
High income: OECD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0220671,128.5914426,128.9653195,125.9945217,125.465889,131.6846393,114.801162,106.4804848,121.3770966,124.7712928,126.3327546,,,
OECD members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.9646912,122.5928704,123.3276296,121.0716247,120.2850292,126.0755415,108.7431911,103.0862053,117.3869355,121.5126356,122.078884,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.9354839,391.9032258,472.4137931,1365.821429,1063.615385,363.75,724.1,632.4324324,113.877551,653.604336,969.7626113,,,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.8423586,145.9477245,157.6759803,175.1937926,177.5152969,169.8114221,171.9300583,207.9083876,197.9493578,185.9034989,166.8955393,,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.40328467,51.15693431,42.16058394,34.41970803,38.3962963,34.08888889,35.80925926,47.5462963,67.17037037,70.58518519,64.49158879,,,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.35412844,82.29830508,88.21176471,76.72086514,85.42060302,100.5625935,74.06526055,93.15816203,89.62007344,101.244665,104.2571084,,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.3610942,173.6420627,160.472549,152.3076,138.6957282,159.7611374,105.7491682,121.8885036,148.6311111,132.8881919,113.516321,,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1181818,393.5288889,76.82608696,71.40833333,58.888,75.848,70.70333333,103.8533333,109.4833333,85.47666667,104.13,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.1952344,128.8710574,129.1356067,161.9388848,159.3386158,171.3325868,151.0937873,141.7098652,178.9415858,169.7422959,213.3188101,,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0366232,176.9562663,208.3148992,207.1181534,135.2893482,209.4388686,161.609029,119.3787726,152.2932397,145.1837294,156.1284404,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.71588785,66.23932927,78.42195846,65.76300578,72.72112676,94.31098901,74.90338938,62.88528678,82.1942029,97.75116279,83.3968254,,,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.6666667,285,319,251.3333333,262,279.6666667,307.3333333,272.4,326.4,305.2,220.4,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.43478261,0,4254.568966,633.5344828,0,5413.846154,225,2946.153846,6105.714286,11096.92308,12087.69231,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.78274317,38.632825,42.62523836,51.35136338,40.59559235,44.63585014,45.63524825,48.49323017,52.54624973,54.13496387,49.78085929,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55253716,11.00351667,11.41977633,11.79264417,12.48071134,14.25312978,15.88274462,15.62209446,16.07453782,16.40966667,15.67832985,,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23857404,1.818588025,3.115750117,3.469487969,7.733499268,9.402516548,1.260805029,0.081690826,0.098275862,4.031241274,,,
South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5279607,107.3923569,117.1644666,129.8195874,137.2260787,140.9095706,150.3657152,164.9549953,173.9834937,174.5195144,160.895136,,,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.47972222,119.1816667,104.9914286,93.90285714,98.7826087,118.8247243,77.59508835,43.82352941,92.0408805,148.3159228,356.5696203,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.472486228,3.495457567,4.608968311,2.6752,2.550933333,3.588611212,3.840898504,8.431049159,10.79170644,9.407246717,10.5616536,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.60419355,10.75519785,12.50246954,9.710957179,2.192900201,2.048911223,2.284109589,6.338701299,8.095844156,7.665074627,8.019104478,,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830,11566.66667,13528.57143,13753.0303,16532.30769,16242.85714,16266.66667,4663.333333,3131.25,4373.015873,3374.603175,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.64057971,78.18649046,86.69740634,130.6011396,108.7731788,152.6095238,127.8989751,117.3215339,179.3551263,188.1457726,172.5248227,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.3915009,153.655047,114.5569352,143.5245603,116.4442757,126.8403157,175.095064,,,
Sub-Saharan Africa (developing only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.38624964,12.81596495,10.94507851,13.04514131,12.52732807,12.25972701,12.51407094,13.89775339,14.17675449,14.72083277,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.38632347,12.81595477,10.94520497,13.04513017,12.52742169,12.25984161,12.51428003,13.89783205,14.17691312,14.72133247,,,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.17777778,109.0545455,141.0377358,106.3673469,183.3265306,149.4347826,548.6595745,158.2931034,197.559322,196.147541,62.3,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.10638298,78.94833687,83.66690596,80.50395399,91.78156749,89.95061728,75.08393632,78.30969609,85.06393678,95.9373203,102.4520577,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.4761905,400.2890173,358.6988636,329.5511364,322.005618,324.5257143,285.1444444,246.1942857,287.4398121,279.6735905,265.0145603,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.88793425,98.23705926,97.85391566,87.89903489,86.42021879,89.46570671,99.16222391,64.00911162,75.96190476,77.85440613,69.25740669,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,11,34,11,30,34,52,29,45,116,,,
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.35271065,75.84864865,73.18120664,84.94588235,84.54111349,80.64548142,87.98999787,65.42184154,33.01685513,49.97640498,29.89989282,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.172631579,7.48893617,3.39311828,9.683809524,5.48,6.282251082,0.00042735,6.161666667,8.961788618,10.20284553,5.004150943,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5225161,149.1803947,131.6952632,112.7269079,117.3998684,124.9528947,130.5175738,122.0593183,162.1557107,161.5128807,153.1957729,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.94344473,37.82430647,73.94843962,74.12868633,70.44534413,64.92722372,54.2193087,59.39176471,58.72093023,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.93333333,301.5333333,98.06666667,95,48.93333333,10.13333333,10.8,277.75,254.125,115.125,353.5,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.6666667,150.7333333,84.88461538,160.84,939.8,67.84,868,274.96,659.68,145.92,619.36,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.21508481,36.34014337,36.14295951,64.08901099,34.54288817,27.11781925,34.37636684,43.52789065,40.39567836,51.42303628,55.63156041,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.79594899,84.29466883,85.62753969,86.75933697,91.83734389,90.34046135,71.97248898,104.5661562,96.37518706,102.8581236,106.1395733,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taiwan, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.699767442,4.455503513,5.289157895,5.75443299,5.397628866,5.0716,4.67662043,7.524608696,6.573706897,7.98,4.398827586,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.332678571,1.595042735,1.471932773,0.967394958,1.25442623,1.19952,2.942015504,2.082727273,1.719407407,1.761751825,1.84942029,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.94939159,15.77835591,16.41801613,17.19246888,21.55365839,27.63889745,32.78684486,27.30340538,32.65818887,38.87227299,41.30020296,,,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.436822,188.5848548,180.845722,195.8106343,209.5848612,222.1562248,230.35731,245.8147275,249.8574603,250.4860996,274.0836305,,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.82923077,117.8630769,138.8876923,150.5030769,160.6664087,153.6708955,116.1852529,110.7829124,176.9420896,175.053733,192.6042141,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5172711,119.5608096,122.6708409,118.5997638,126.1956865,123.2690882,112.4273202,108.492815,122.9922617,129.3464919,131.1111197,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.5,166.6864368,173.0196759,193.3355814,170.1857471,187.8604651,203.5471264,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.37,168.8603846,159.5343396,166.7510358,122.7156309,135.4983076,177.9740741,166.1769231,170.6888889,170.3703704,167.5637037,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.9639394,342.3026896,403.9071026,292.265335,300.1652489,353.0065297,305.6986868,407.72,323.3196645,311.4561105,297.050625,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.092911,111.7406534,111.539672,115.6234801,120.2896199,126.5236469,125.2340751,128.8883319,135.9865325,137.7092237,141.3104615,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.769230769,1.846153846,3.333333333,3.363636364,2.307692308,3.8,5.444444444,4.430379747,2,2.125,0.875,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.197879859,4.496805112,13.66415094,3.808080808,8.423580786,21.40659341,14.63453815,12.04099061,19.45778466,12.40310078,9.779742765,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.20489051,55.15007353,60.28759398,47.33100569,62.33642857,61.02174603,56.29320313,60.24747235,53.78097822,60.33740547,62.0035,,,
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275223881,0.208208955,0.067761194,0.454925373,0.634776119,0.940296296,0.797201767,1.104117647,1.581571429,0.906857143,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.07474826,26.17292971,29.90461216,27.98386505,25.67706605,32.33435063,38.65661861,25.77774648,29.17352941,46.14722222,18.11894737,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.70136986,40.00876712,22.72421053,21.79948718,32.35634146,27.03525,21.99411765,28.77804878,34.083,29.45309524,29.0595,,,
