Location,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Pacific island small states,,0.16371548,0.161942741,0.153231279,0.14845324,0.143026794,0.139137621,0.133543579,0.119301834,0.118490606,0.11818917,0.116016336,0.116222778,0.113727643,0.11133251,0.11503953,0.116922958,0.12038477,0.122861642,0.121574914,0.119434933,0.121391726,0.123133252,0.125239722,0.126594342,0.13142359,0.129869145,0.133365408,0.138958499,0.145141174,0.150243553,0.14299649,0.144612951,0.142077519,0.139655305,0.137991578,0.135981963,0.133603206,0.12717012,0.125803441,0.123180579,0.122351074,0.120582016,0.119845701,0.118568754,0.116727971,0.115002342,0.112836735,0.111316089,0.109353492,0.107959184,0.106578401,0.104535367,,,
French Polynesia,,0.024781305,0.023908002,0.023031127,0.022189677,0.02140411,0.020676109,0.019993802,0.019345166,0.018716427,0.018100203,0.017496129,0.016909172,0.016345879,0.015812402,0.015311708,0.014843072,0.01440227,0.013982787,0.013577825,0.013183742,0.012800819,0.012431394,0.012076493,0.011737296,0.011415004,0.011106853,0.010813266,0.010540629,0.010296063,0.01008217,0.00990001,0.009743312,0.009599278,0.014178766,0.01394052,0.013681013,0.01340878,0.013136001,0.012877968,0.012643983,0.012433893,0.012243299,0.012070686,0.011913697,0.01177006,0.011640043,0.011522463,0.011412181,0.009419318,0.009326096,0.009229792,0.009131586,,,
Qatar,,0.019472301,0.017797711,0.01622139,0.014817669,0.013597487,0.012541544,0.011606179,0.010747719,0.009930782,0.009146704,0.008386026,0.007670065,0.007036753,0.013021427,0.01217041,0.011510195,0.010966716,0.005207845,0.009744499,0.017879892,0.020156983,0.021641743,0.022633505,0.023440751,0.021559216,0.020084052,0.021260161,0.020215497,0.019435842,0.020987328,0.01855234,0.0245064,0.026416321,0.026253133,0.02594712,0.025397371,0.024611284,0.023695905,0.022781319,0.021905694,0.02167112,0.018127707,0.017360981,0.015844917,0.013860279,0.013151931,0.011874923,0.010079469,0.008798662,0.007929707,0.007347396,0.006449616,,,
Romania,,0.531008744,0.531254434,0.524155688,0.519421457,0.515669328,0.509850147,0.501631955,0.494802203,0.48832681,0.480632529,0.475427908,0.470182022,0.463531766,0.46140102,0.457461762,0.452865894,0.449575144,0.446576137,0.444399418,0.442123518,0.439389951,0.438366843,0.438447566,0.438516345,0.438796424,0.437678038,0.439226595,0.438335856,0.408350804,0.407295371,0.409675079,0.410497649,0.410353868,0.410862882,0.411606809,0.41279448,0.414383662,0.414309214,0.4152716,0.417992787,0.423414635,0.431467372,0.434636985,0.415583849,0.421441499,0.421775089,0.415410021,0.424630104,0.431521081,0.451724121,0.446456756,0.438627213,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.887812817,0.872192297,0.865750728,0.859304978,0.850593711,0.861749893,0.854143759,0.848931944,0.848410103,0.848495161,0.849689352,0.84728985,0.847841311,0.848538554,0.849873479,0.85132821,0.852227808,0.852678561,0.840045242,0.84988292,0.83623323,,,
Rwanda,,0.161877593,0.16062435,0.159524687,0.158141821,0.156204714,0.153657176,0.150659112,0.147706719,0.145031397,0.139031457,0.144764751,0.155884958,0.148695767,0.158037833,0.157369552,0.155565235,0.153827287,0.151944842,0.149940788,0.147837315,0.145843699,0.143991604,0.141994066,0.139513771,0.135175645,0.130097149,0.124881533,0.120458423,0.11741796,0.121216462,0.12444507,0.131090416,0.134912968,0.116744749,0.118388129,0.122997438,0.122961188,0.116358336,0.114170557,0.112193222,0.120060804,0.130694017,0.125943004,0.126742052,0.123886712,0.122196402,0.116020501,0.12317552,0.120703143,0.118519451,0.115569384,0.109247644,,,
South Asia,,0.327479612,0.322623826,0.317739591,0.313704759,0.308654912,0.303166159,0.297659183,0.291362341,0.284689752,0.27949053,0.272100455,0.266895057,0.262454861,0.257302744,0.252182189,0.246577362,0.2412898,0.236930955,0.231754217,0.225736398,0.220556949,0.215763164,0.210137531,0.206261592,0.201687806,0.197035154,0.1927221,0.189223029,0.184872192,0.180677814,0.176504427,0.171796657,0.16814452,0.164541555,0.160706785,0.156874726,0.154512707,0.151504478,0.148194317,0.145436282,0.142555541,0.13983681,0.137418397,0.134616063,0.132232421,0.12989831,0.127166361,0.124849015,0.122975776,0.121069246,0.119299498,0.117214746,,,
Saudi Arabia,,0.27021396,0.265880455,0.261254825,0.256552292,0.251876948,0.247225098,0.24247794,0.239338846,0.235644897,0.233020595,0.229654799,0.227197731,0.223964634,0.221418649,0.218073002,0.214140951,0.209755208,0.203748842,0.197355225,0.190660327,0.183765441,0.176934735,0.183911982,0.185417666,0.190849921,0.192629166,0.198055586,0.200142081,0.202390997,0.207194312,0.21189357,0.209787923,0.205248263,0.199581874,0.19386146,0.173863014,0.183698507,0.179143209,0.172573118,0.167911096,0.163577349,0.158813473,0.15412353,0.14549643,0.141441401,0.135719938,0.13211406,0.12485584,0.116601946,0.110713007,0.10802948,0.107133,,,
Sudan,,1.001301367,0.984003763,0.966509116,0.948593059,0.930808409,0.912745277,0.894761349,0.876512351,0.858517159,0.840426647,0.822453117,0.804586052,0.78665753,0.766070016,0.748156318,0.729909946,0.711956337,0.690787609,0.667904549,0.646463023,0.626226328,0.607982592,0.590158712,0.573751976,0.558943572,0.545760721,0.533823072,0.522038807,0.508861412,0.496682433,0.483808146,0.470563602,0.51628901,0.513160251,0.53598072,0.53692987,0.519463044,0.501981351,0.484540496,0.466832235,0.457775942,0.448846656,0.476742798,0.462491726,0.467698719,0.454493505,0.453367105,0.442343386,0.418428354,0.408435013,0.359616402,0.432197265,,,
Senegal,,0.898161968,0.87384747,0.879023933,0.854862499,0.858244906,0.834250512,0.83670245,0.855465344,0.778501345,0.746368802,0.742555075,0.719900511,0.708915187,0.698691166,0.679115623,0.660989628,0.605389634,0.590421112,0.575558243,0.560458897,0.545117087,0.529528158,0.513963952,0.498547903,0.483067475,0.468049555,0.453366627,0.438652383,0.424686269,0.411487529,0.383634733,0.379689681,0.368222719,0.359168278,0.337743748,0.331117012,0.323468349,0.315119236,0.312758607,0.309312497,0.307370629,0.298379405,0.279388232,0.27692127,0.281835273,0.257893341,0.250898739,0.298453691,0.306001833,0.297141476,0.288238312,0.243104045,,,
Singapore,,0.001762218,0.002285453,0.002228412,0.002172024,0.002119879,0.002067825,0.002022654,0.001491054,0.001468788,0.001928175,0.000946566,0.001393793,0.001367989,0.000896941,0.000883939,0.000872106,0.000860104,0.000849762,0.000839102,0.000828535,0.00078964,0.000755715,0.000745962,0.000732011,0.000730994,0.000731689,0.000720773,0.000702716,0.000341192,0.000328181,0.000318969,0.00030953,0.000301796,0.000292483,0.000283728,0.000272428,0.000263435,0.000254634,0.000252608,0.000248268,0.000241663,0.000239464,0.000145815,0.000167999,0.000154719,0.00014768,0.000152552,0.000123982,0.000120298,0.000126066,0.000121535,0.00011859,,,
Solomon Islands,,0.082370287,0.079956504,0.077601794,0.075308577,0.073074309,0.070908408,0.068797556,0.066699572,0.064567783,0.062386145,0.060163404,0.057937763,0.055755656,0.053665919,0.051693746,0.049840014,0.052899366,0.055722465,0.053834593,0.052035002,0.050316997,0.052737909,0.051060086,0.049482527,0.048004313,0.046620715,0.034859238,0.033902672,0.036272745,0.035273482,0.034293125,0.03333495,0.032401543,0.031496063,0.033404225,0.03248177,0.031590669,0.033291591,0.034884967,0.033952893,0.035416199,0.034491243,0.035846148,0.03494663,0.034092895,0.033283685,0.032515369,0.033769691,0.034967276,0.034209021,0.033479154,0.03459817,,,
Sierra Leone,,0.160621201,0.160744354,0.160800744,0.160798045,0.160737317,0.160622132,0.160438928,0.160151314,0.159714374,0.159099434,0.158302373,0.157339081,0.156227648,0.15499316,0.15365626,0.152221711,0.150695955,0.149101949,0.147464766,0.14580065,0.144198712,0.14266459,0.141057415,0.139202712,0.137043846,0.134487611,0.131723858,0.128195727,0.125315513,0.123626122,0.123165849,0.123689867,0.12481089,0.125694592,0.126374255,0.126530992,0.125927807,0.124791316,0.122568882,0.120668583,0.161490053,0.20035485,0.202250532,0.231599968,0.255360047,0.283604675,0.187531023,0.196311446,0.193016213,0.190446445,0.186159609,0.286611783,,,
El Salvador,,0.171634815,0.166674579,0.161809883,0.156140038,0.150100145,0.142839907,0.135946903,0.13169616,0.127355838,0.122662864,0.129606199,0.126355081,0.123275407,0.120376185,0.117660532,0.112049311,0.109729748,0.116631281,0.124478828,0.121895728,0.110918651,0.101434225,0.098131903,0.098861446,0.101606769,0.104280975,0.102931876,0.105518686,0.104162226,0.104720376,0.106171555,0.109047573,0.107289969,0.105643765,0.104137907,0.100117607,0.099256891,0.104601143,0.109251583,0.111840733,0.119765848,0.117460784,0.115405557,0.117129042,0.118038622,0.101213964,0.105238295,0.114253375,0.112432922,0.109689704,0.109822817,0.116102264,,,
San Marino,,0.063343257,0.061739828,0.060182956,0.058709564,0.05733945,0.056056954,0.054860654,0.053801044,0.052924054,0.052257525,0.051816156,0.051557022,0.051368983,0.051111679,0.0506791,0.050047545,0.049258657,0.048395683,0.047560164,0.046809905,0.046155266,0.045570543,0.045038959,0.044533511,0.044037344,0.043555904,0.04308859,0.042620296,0.042122999,0.041588688,0.041008817,0.04039588,0.039775665,0.039186488,0.038647343,0.038166482,0.037731578,0.037320396,0.036904454,0.03646973,0.036008786,0.035534077,0.035063114,0.034612855,0.034197387,0.033820346,0.033473924,0.033156499,0.032861227,0.032583904,0.03232271,0.032080072,,,
Somalia,,0.316554298,0.311658244,0.306738023,0.30178141,0.2967854,0.291325991,0.285382734,0.279664439,0.275003294,0.271664993,0.270591402,0.271037262,0.269670415,0.262033512,0.247361796,0.226545179,0.203821967,0.184154089,0.169995942,0.161584129,0.158196211,0.158493818,0.161137583,0.164233374,0.16627049,0.166701656,0.165827565,0.164218376,0.162438493,0.161667549,0.161720862,0.162535309,0.163337079,0.164041185,0.163083556,0.160317537,0.156306643,0.151066788,0.145906654,0.141224272,0.13731836,0.15331147,0.155489965,0.163615461,0.159443709,0.131231496,0.112245854,0.120447772,0.11756122,0.114802007,0.112168555,0.10963131,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447678488,0.446923348,0.449238132,0.450496783,0.451625715,0.455343506,0.455891776,,,
Sub-Saharan Africa (developing only),,0.574641913,0.567814857,0.570728315,0.564328357,0.562905518,0.541778435,0.53861126,0.530851269,0.540501921,0.517934481,0.502571229,0.478023756,0.482208305,0.45515138,0.443301273,0.433696968,0.406176545,0.39391629,0.380306132,0.375313103,0.355888304,0.349639661,0.341632746,0.341321265,0.341810028,0.344360796,0.334602315,0.327802965,0.320443873,0.314254444,0.311539849,0.306007309,0.301767969,0.296626617,0.296669273,0.29303687,0.287433262,0.281450041,0.277041036,0.269660816,0.262277559,0.256521755,0.257361974,0.252269022,0.253915416,0.250577435,0.246933206,0.247164128,0.23884761,0.236982882,0.229354177,0.234920235,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),,0.574379222,0.567578671,0.570504941,0.564111118,0.562682207,0.541586724,0.538411521,0.530651385,0.540286514,0.517751441,0.502436025,0.477933584,0.482133587,0.455122442,0.443298115,0.433713559,0.406224057,0.393976774,0.380374649,0.37537703,0.355952752,0.34969028,0.341669384,0.341338947,0.341811169,0.344347116,0.33458763,0.327786504,0.3204267,0.314235261,0.311515221,0.305979749,0.301736537,0.2965921,0.296627182,0.292990904,0.287385511,0.281400767,0.276988996,0.269609323,0.262227045,0.256469968,0.257304215,0.252210845,0.253850513,0.250510335,0.246864875,0.247091883,0.238780095,0.236909983,0.229285127,0.234830848,,,
Small states,,0.289630248,0.285970426,0.281420335,0.277657705,0.272952329,0.269973706,0.267619468,0.263245826,0.259067923,0.256218079,0.252853901,0.250298594,0.2483381,0.246217532,0.244353473,0.243054847,0.237599848,0.239843828,0.237469411,0.231957012,0.226249807,0.222663825,0.217463525,0.215466757,0.211355371,0.204472415,0.203546958,0.201468145,0.196557768,0.195302687,0.186686162,0.180483966,0.186591124,0.188368271,0.187629182,0.184351669,0.179770271,0.172653361,0.172640507,0.174165651,0.168479116,0.163719196,0.160891043,0.163100655,0.161114231,0.157481762,0.154053506,0.157632731,0.158467454,0.154601183,0.151577726,0.149166833,,,
Sao Tome and Principe,,0.015492107,0.015520961,0.015580935,0.015574141,0.015432813,0.015138441,0.014733182,0.014277556,0.013842746,0.013467832,0.013159799,0.012897235,0.012654063,0.012396182,0.012105512,0.011780089,0.011436937,0.011099395,0.010793075,0.010531526,0.010314914,0.010132534,0.009971581,0.009816336,0.019313035,0.018981815,0.018645585,0.01830362,0.017957674,0.017609509,0.017256255,0.016899599,0.016549578,0.024327349,0.031823317,0.031263189,0.038429022,0.037797466,0.044575861,0.043743256,0.049998929,0.048921969,0.054660864,0.053428793,0.052237734,0.051090788,0.053103758,0.055013906,0.053829039,0.049742509,0.049815054,0.048743865,,,
Suriname,,0.093899863,0.094669148,0.092201062,0.099072741,0.096443931,0.090872582,0.085529786,0.083394721,0.081778408,0.080804163,0.088562312,0.088872611,0.095020389,0.095863097,0.096511522,0.096854176,0.099708353,0.099595256,0.102171278,0.110260573,0.11835655,0.126376057,0.131419716,0.13601334,0.139984763,0.143246333,0.148469978,0.145463454,0.142452634,0.139611439,0.136996837,0.134569802,0.132280965,0.130053847,0.127851423,0.125646695,0.123491829,0.121507201,0.119839289,0.118564496,0.117717519,0.092540991,0.112787891,0.108315349,0.099593698,0.098799685,0.091824982,0.092764928,0.113165874,0.106148712,0.112716095,0.113521337,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293316533,0.291975936,0.290376779,0.289018363,0.287927961,0.286985513,0.28521021,0.283555278,0.268086197,0.2622323,0.26296327,0.259294006,0.258896327,0.256464945,0.256204064,0.25691395,0.256571822,0.258187627,0.257706751,0.257471967,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100175407,0.10041441,0.098520038,0.098498798,0.096046118,0.087111698,0.086797276,0.086231024,0.086981661,0.086844774,0.08423037,0.086684942,0.088131669,0.087979149,0.08869542,0.086714282,0.089050896,0.085798235,0.083130632,0.082081289,0.083464623,,,
Sweden,,0.471941615,0.460749779,0.433042867,0.424859627,0.408722535,0.398191705,0.393496079,0.382570217,0.382903167,0.379096785,0.376250226,0.37267769,0.370438105,0.369487332,0.366435531,0.364740414,0.362356603,0.362028175,0.3594304,0.357979532,0.355266983,0.353862695,0.352621967,0.351342063,0.349444924,0.346960493,0.343661271,0.339951845,0.335454148,0.331937699,0.323416354,0.318986921,0.318515865,0.316260181,0.313132333,0.317724311,0.316072847,0.314202708,0.30978088,0.304662623,0.302496864,0.299945389,0.297603466,0.295323383,0.298353012,0.291944115,0.288475455,0.284826832,0.283271038,0.279906668,0.276213479,0.273022155,,,
Swaziland,,0.346831803,0.366401527,0.344928087,0.345030386,0.357453805,0.371297923,0.371830329,0.362330853,0.343548324,0.334197612,0.324819006,0.355678255,0.345213046,0.309013628,0.322954941,0.301914249,0.270842611,0.331242512,0.314349902,0.303294977,0.215671947,0.208029306,0.201975411,0.248436979,0.21828738,0.209583691,0.213703892,0.22087727,0.230274638,0.208640499,0.206255748,0.197148071,0.192178134,0.188514789,0.18475693,0.180801336,0.1768048,0.173034936,0.169822859,0.167338056,0.1656176,0.164480523,0.16361061,0.162590487,0.161138179,0.159183834,0.156848508,0.154279523,0.149122859,0.146670824,0.144334897,0.142080744,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,0.023316002,0.022705599,0.022135647,0.021588014,0.021052632,0.020534303,0.020035663,0.019556459,0.019096725,0.018656716,0.018236528,0.017835485,0.017456882,0.017103958,0.016778523,0.016473379,0.01619643,0.015947183,0.015724754,0.01552795,0.015354379,0.015202189,0.015067729,0.014947236,0.014836795,0.014732531,0.01463015,0.01452475,0.014411714,0.014285714,0.014133277,0.013955371,0.013753077,0.013527224,0.013279507,0.013086093,0.012933432,0.012682952,0.012436264,0.012325745,0.012314968,0.011947431,0.012077295,0.012121212,0.012062726,0.011820331,0.01176014,0.011500069,0.011455016,0.011139579,0.011436283,0.011324644,,,
Syrian Arab Republic,,1.295914727,1.265970628,1.245594697,1.226893114,1.174807112,1.05264422,1.018816197,0.935228587,0.912122768,0.885903027,0.855688259,0.836315205,0.785398772,0.777112253,0.67755156,0.672409848,0.628450419,0.615662679,0.60449122,0.583955885,0.568594423,0.550058839,0.510198294,0.494886064,0.472286893,0.454870545,0.437810973,0.41022259,0.396899124,0.392320981,0.374797797,0.36143883,0.351852947,0.345168307,0.33484599,0.321588816,0.314876714,0.30246396,0.29431965,0.27772937,0.277637778,0.270215874,0.267274006,0.269184213,0.257819486,0.249356585,0.243802031,0.233815329,0.227064195,0.226199992,0.218832431,0.217714391,,,
Turks and Caicos Islands,,0.173611111,0.17355085,0.174185682,0.175284838,0.176397954,0.177651448,0.178922884,0.179759123,0.179436569,0.177556818,0.173913043,0.168804862,0.16307893,0.157579578,0.152765047,0.148743121,0.14522219,0.141703273,0.137703112,0.132890365,0.127307447,0.121285628,0.115326952,0.109926349,0.105241002,0.101286336,0.097809077,0.094446543,0.090752337,0.086580087,0.081933634,0.077101002,0.072500544,0.068507228,0.065214556,0.062629173,0.060507049,0.058431693,0.055972238,0.052977326,0.049539285,0.04599816,0.042713139,0.03996004,0.037807183,0.036176832,0.03491864,0.033920152,0.03306113,0.03226535,0.031518896,0.030835646,,,
Chad,,0.946291969,0.927824717,0.909640398,0.891988972,0.874983124,0.858736001,0.84307585,0.827530338,0.811535059,0.794806787,0.777221117,0.759112428,0.743720017,0.72915685,0.732967494,0.741660217,0.727418873,0.724796599,0.710174585,0.695134612,0.679901209,0.664111857,0.648025747,0.63106851,0.614611253,0.606389052,0.587879152,0.573446235,0.558649244,0.549343389,0.540056083,0.526284792,0.513983712,0.500509072,0.488457409,0.469482401,0.480375141,0.46390814,0.447610153,0.431482859,0.450159339,0.411015116,0.40626434,0.391329054,0.446963686,0.42691519,0.398905182,0.386005418,0.37357082,0.37826633,0.398422183,0.385357515,,,
Togo,,1.126740815,1.116100494,1.10310137,1.082985575,1.053474358,1.014639558,0.970117681,0.925078413,0.88456044,0.850854234,0.823549489,0.800863153,0.781472163,0.763804817,0.746749772,0.730384016,0.714692408,0.737443663,0.737841228,0.716690961,0.693439106,0.668919726,0.644334581,0.636870672,0.614818037,0.594627894,0.581720331,0.572707445,0.556413699,0.554537144,0.540282151,0.527061337,0.539030989,0.52622905,0.513504467,0.523567241,0.517034971,0.521100686,0.528680941,0.512848391,0.469415765,0.461844902,0.444802305,0.428291007,0.376464244,0.366353086,0.392162588,0.386589188,0.387474696,0.389619473,0.382261891,0.392849778,,,
Thailand,,0.36847801,0.364498694,0.360395919,0.356202252,0.351948939,0.347676546,0.34341371,0.339168712,0.334944762,0.333469667,0.327433809,0.336644318,0.346072718,0.354439249,0.35195503,0.349506853,0.355119721,0.354618657,0.35152312,0.348525625,0.34869845,0.349107715,0.344598041,0.340492141,0.33997888,0.336020142,0.332163118,0.322717109,0.314999461,0.309175095,0.305979949,0.298433696,0.293366809,0.287111811,0.284125379,0.276608034,0.268263554,0.260110149,0.256026899,0.249691666,0.245650986,0.239940743,0.234505461,0.232399833,0.230778669,0.229695777,0.229075836,0.22948462,0.235849515,0.236310117,0.23556507,0.24656018,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155706639,0.154714511,0.14905453,0.145911454,0.1383434,0.136606039,0.130399174,0.128648472,0.126734681,0.124475134,0.121907095,0.119702348,0.116700677,0.111231028,0.106049788,0.105084912,0.102149524,0.100067971,0.110661256,0.109621901,0.108436225,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383052638,0.39730285,0.412646819,0.415471787,0.407714712,0.401292346,0.395878045,0.411288914,0.43097521,0.44817809,0.358682241,0.365745876,0.361942704,0.389650955,0.395701927,0.391088533,0.386371969,0.381605797,0.376834963,0.372062275,0.375028441,,,
Timor-Leste,,0.137710968,0.135279817,0.132843457,0.13040287,0.127962562,0.125616418,0.126910264,0.124605416,0.123829766,0.129409676,0.126109929,0.125766389,0.130364699,0.128490404,0.128469819,0.135282633,0.142822911,0.158338762,0.170390843,0.173136189,0.172248672,0.168368026,0.16276598,0.15706724,0.152202832,0.148339781,0.145102079,0.142106819,0.138850705,0.148602261,0.156886534,0.151353478,0.152351515,0.154256531,0.151791313,0.151251431,0.148735107,0.14791044,0.142676589,0.141645567,0.167465883,0.162040685,0.161389065,0.17659879,0.173610934,0.17067382,0.15791645,0.169799055,0.157387632,0.145347611,0.133881713,0.139256613,,,
Tonga,,0.188264826,0.211304807,0.202898551,0.195102917,0.201713218,0.195345566,0.189758122,0.184965966,0.205118305,0.201493422,0.19878391,0.19687547,0.195435995,0.194043991,0.192423059,0.179255641,0.177195003,0.175131349,0.173349657,0.172030062,0.171210889,0.170788724,0.170621168,0.170506618,0.170297915,0.169946998,0.169493321,0.168990283,0.168522166,0.168152009,0.167883824,0.167677974,0.167483147,0.167227576,0.166859598,0.16636513,0.155398545,0.154739676,0.154007269,0.153220699,0.152386371,0.1515075,0.150593338,0.149661764,0.148723949,0.14777306,0.14681557,0.14589169,0.154714938,0.153924596,0.15326845,0.15271693,,,
Trinidad and Tobago,,0.065868845,0.064771329,0.063860466,0.063103916,0.062471299,0.061963122,0.061560527,0.06119386,0.060777569,0.060253955,0.062737619,0.061935995,0.070222289,0.07020697,0.064261824,0.063374137,0.062514607,0.061663452,0.060793173,0.055283846,0.047162881,0.0401567,0.03337218,0.032880477,0.029890643,0.029559488,0.029282748,0.029878246,0.029663199,0.029462216,0.032522811,0.032323598,0.032143747,0.031991912,0.031872485,0.03178728,0.027762861,0.027721806,0.027672775,0.027602959,0.023577806,0.023477118,0.02336354,0.020146683,0.019276246,0.019184417,0.019094756,0.01900603,0.018916121,0.018823955,0.018729538,0.018634758,,,
Tunisia,,0.724744241,0.71251084,0.698726492,0.701857384,0.686825054,0.672106218,0.657986895,0.644621033,0.633247145,0.622781354,0.614421156,0.610087216,0.610535844,0.607966694,0.607734807,0.606024827,0.598842758,0.564175221,0.547968126,0.499843358,0.483586657,0.469596732,0.454733984,0.443021349,0.422843988,0.404397226,0.387780944,0.373650084,0.36563788,0.35673992,0.349594864,0.342524647,0.348451973,0.322114345,0.317276026,0.313005402,0.308739107,0.308465387,0.307638617,0.299816802,0.287443268,0.284237196,0.283542348,0.280999557,0.272210589,0.272810751,0.26728345,0.274472596,0.259301123,0.267656512,0.265978377,0.26341916,,,
Turkey,,0.815217074,0.800104185,0.807344057,0.786453121,0.769060373,0.756661792,0.734581584,0.725743772,0.742761068,0.713015584,0.701470023,0.701103507,0.683572492,0.657413753,0.635641064,0.619989239,0.610991494,0.598835295,0.600712848,0.577463701,0.567084874,0.526088777,0.5033926,0.508992953,0.500121202,0.489329019,0.487875033,0.475497135,0.468845084,0.456471531,0.44921182,0.439231355,0.431706915,0.428840963,0.421275165,0.412336189,0.402307484,0.398386995,0.389738495,0.376754283,0.37083205,0.368425609,0.353798928,0.356424231,0.351160969,0.334489387,0.316174127,0.306421168,0.29961561,0.295725031,0.280589839,0.2776951,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taiwan, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,0.501283092,0.472674367,0.554249082,0.529143645,0.513544259,0.498384983,0.483635391,0.469208431,0.455008736,0.514497662,0.498371145,0.482542442,0.467134642,0.452279505,0.438040295,0.424411288,0.411328867,0.455680825,0.441720745,0.428153375,0.414947595,0.402117612,0.389702786,0.377749087,0.412048537,0.399701396,0.387861052,0.376335174,0.364914908,0.353520562,0.342222034,0.323483446,0.316469211,0.306576359,0.297625726,0.292835897,0.282490704,0.269923669,0.262560019,0.253003758,0.244419177,0.23985176,0.231648326,0.250426159,0.248300295,0.240928861,0.24083616,0.264342809,0.260050894,0.254115549,0.246164304,0.298073567,,,
Uganda,,0.449574253,0.441979488,0.436599514,0.48862788,0.470155131,0.455337658,0.439594659,0.426017929,0.412538868,0.400168367,0.390931822,0.385450167,0.380252531,0.374989545,0.371753358,0.365537104,0.350718406,0.345237512,0.335039269,0.325157793,0.318712599,0.313857429,0.335095572,0.338906127,0.334903301,0.330387598,0.319116115,0.308113655,0.297579052,0.287614696,0.2793012,0.271383177,0.262805785,0.255668334,0.247881653,0.240477518,0.233400249,0.227427262,0.221485318,0.223086169,0.220096722,0.220856819,0.22313119,0.219437825,0.212178602,0.210338119,0.208389196,0.207967731,0.205818264,0.203623491,0.1970208,0.194911841,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.639728281,0.638836809,0.641185141,0.64617578,0.650035786,0.653850878,0.655273611,0.657696733,0.662194986,0.668332311,0.675151704,0.679313868,0.684529078,0.688926795,0.693472116,0.697365153,0.702016075,0.705226336,0.708011868,0.711042946,0.713218828,,,
Upper middle income,,0.253235964,0.251626309,0.248320693,0.243880631,0.238987875,0.233310113,0.228062071,0.224182887,0.21984545,0.214726843,0.211072816,0.20863006,0.205507822,0.202936847,0.198791885,0.196204337,0.194002493,0.190424789,0.18899285,0.184182287,0.182711997,0.183437085,0.183946848,0.185964424,0.187444043,0.185709036,0.183603869,0.181122977,0.178702244,0.177358863,0.177470942,0.194391892,0.191771761,0.188918856,0.187117774,0.183234812,0.179308484,0.176210883,0.17266844,0.169226936,0.167375614,0.169480481,0.167921524,0.170136367,0.167524323,0.165727359,0.160245388,0.159772619,0.159679323,0.159646094,0.159078915,0.154433801,,,
Uruguay,,0.517169442,0.514615266,0.508514197,0.506493053,0.50101409,0.499472249,0.49452873,0.493734438,0.490153286,0.491138334,0.489662271,0.489112463,0.489000327,0.490427111,0.491136228,0.493764421,0.491056163,0.487835409,0.484457813,0.481175674,0.470181626,0.456963979,0.447290212,0.434397898,0.424979921,0.415699999,0.413119901,0.41054461,0.407900977,0.405146388,0.402292685,0.405724134,0.402749267,0.3997996,0.400023939,0.406399061,0.403544589,0.410068363,0.407939038,0.413399566,0.411769391,0.390651998,0.390902555,0.391083771,0.390905964,0.387866736,0.401227637,0.495697785,0.559361786,0.502309438,0.53372952,0.516964289,,,
United States,,0.983336146,0.949377607,0.948911975,0.927442428,0.910948364,0.893900081,0.878089899,0.901816587,0.933722129,0.920425063,0.90599583,0.893513931,0.882690211,0.871959374,0.863404222,0.855238838,0.847043439,0.848013119,0.838706094,0.830696446,0.822583738,0.810505732,0.803128422,0.796204813,0.789180579,0.781920852,0.766613424,0.759684089,0.752478537,0.743825689,0.733952352,0.71762165,0.703095965,0.691452004,0.682891564,0.664476566,0.651338495,0.640853495,0.628469037,0.621514394,0.615505643,0.60139725,0.591621188,0.570536125,0.55873342,0.537708115,0.53739452,0.536227345,0.52331975,0.516678586,0.513799761,0.493796676,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208587813,0.203718895,0.199669303,0.196401141,0.192680301,0.189081844,0.18606295,0.184068132,0.181538636,0.17965547,0.177430619,0.176003661,0.173984655,0.168150724,0.166111389,0.161902635,0.15822553,0.154857855,0.150547573,0.146560598,0.146098171,,,
