Location,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Hong Kong SAR, China",,0.004103406,0.003933196,0.00380017,0.003424071,0.003335279,0.003305876,0.00322338,0.003155653,0.00310567,0.003031068,0.002719205,0.002667572,0.002593361,0.002537954,0.002017214,0.001992032,0.001745315,0.00171398,0.001622817,0.001382552,0.001350465,0.001329661,0.001309611,0.001296801,0.001282944,0.00126706,0.001252124,0.00124387,0.001055186,0.001051801,0.001043115,0.001034394,0.001016777,0.000994135,0.000974643,0.000932328,0.000770499,0.000764094,0.00075683,0.000750188,0.000744679,,,,,,,,,,,0.000433288,,,
Honduras,,0.625880522,0.610038856,0.592453499,0.575179913,0.560222423,0.547054541,0.534934006,0.521902672,0.506867521,0.494183314,0.481846009,0.480799646,0.470597878,0.458945897,0.454671972,0.448690327,0.454492124,0.440613038,0.424036332,0.408156305,0.394844572,0.381563355,0.367819343,0.356085771,0.343368018,0.332310294,0.32037351,0.308971776,0.303348031,0.29816271,0.295970086,0.292496057,0.316469859,0.302448125,0.286167248,0.279496145,0.259565235,0.253939614,0.240083709,0.171069408,0.167626596,0.164332949,0.161175823,0.155478346,0.152612264,0.14984953,0.147187932,0.140230623,0.138153388,0.13592977,0.133833433,0.131848853,,,
Heavily indebted poor countries (HIPC),,0.598230782,0.588808075,0.584996967,0.575236535,0.566070731,0.554647,0.543405276,0.537125188,0.527259417,0.514871674,0.505818552,0.49588856,0.483047555,0.46850867,0.459675928,0.451284791,0.440412017,0.434613323,0.424373225,0.41448958,0.403422804,0.395241158,0.387495396,0.379249483,0.37416976,0.365204804,0.355019045,0.347362281,0.338896633,0.333197636,0.326454903,0.319621977,0.315664391,0.306989268,0.305625342,0.303509066,0.298144249,0.291667748,0.284370196,0.27591762,0.272007136,0.267651552,0.271389069,0.264128917,0.265019628,0.258829043,0.255274075,0.257355976,0.252242464,0.248491411,0.240855662,0.250764204,,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27114094,0.22887931,0.237419355,0.239237524,0.219403649,0.215004374,0.241946234,0.234519104,0.190239494,0.192117117,0.193243243,0.194594595,0.190808741,0.196533093,0.198423423,0.192064923,0.19409143,0.196045317,0.204718161,0.209478903,0.211650316,,,
Haiti,,0.228231588,0.223736115,0.219312567,0.214969727,0.210716922,0.206541301,0.202450506,0.19849002,0.194712095,0.191138034,0.187767686,0.15748813,0.154818265,0.152141028,0.149405965,0.146995881,0.144156477,0.143104824,0.140129872,0.137110746,0.134051183,0.130976539,0.127938275,0.12499339,0.1221767,0.119493623,0.116931607,0.11448123,0.112128558,0.109863286,0.10768437,0.105591275,0.103575988,0.104235736,0.102304328,0.100432513,0.110947375,0.108978839,0.107086815,0.105272983,0.10353677,0.101870582,0.10026118,0.098693063,0.097156457,0.095648229,0.109867596,0.10303829,0.104164711,0.10000383,0.098571793,0.0971928,,,
Hungary,,0.51788152,0.516014436,0.514970985,0.515126976,0.515277246,0.513329219,0.510443588,0.507711966,0.504916969,0.502325905,0.500022329,0.497860795,0.496163028,0.489468179,0.486503281,0.481946945,0.476238283,0.472258686,0.470565067,0.469325249,0.469666859,0.468822903,0.469621346,0.471218151,0.472921,0.474386872,0.475654687,0.476573038,0.481982011,0.487180051,0.487400467,0.457309679,0.458410761,0.459135358,0.465293473,0.46657831,0.468393815,0.469387536,0.470328292,0.450691712,0.452119327,0.453408577,0.453820663,0.454925654,0.456128715,0.456442371,0.456652791,0.456755741,0.457463844,0.43919899,0.440746122,0.443229793,,,
Indonesia,,0.199693282,0.194472642,0.18936272,0.184354401,0.179445699,0.174643082,0.16995979,0.165408391,0.161001659,0.156746935,0.15264328,0.148687202,0.144878195,0.141214979,0.137694561,0.134317638,0.131078662,0.12796282,0.124953562,0.12204187,0.119222004,0.11650013,0.113892087,0.111546748,0.118173084,0.11982041,0.123275686,0.120890794,0.117037658,0.111625633,0.097939092,0.096398583,0.094979261,0.088305702,0.088049298,0.089737927,0.091198663,0.090885456,0.094419166,0.09690819,0.094195197,0.092382041,0.101703158,0.110476795,0.096996879,0.09377836,0.094706415,0.096447681,0.098966237,0.097676812,0.095993495,0.094743604,,,
Isle of Man,,0.517031001,0.514615068,0.503167716,0.485768196,0.481138958,0.448084054,0.435890178,0.41997458,0.406811391,0.384398364,0.367347646,0.358588187,0.350605131,0.351093214,0.342954661,0.342487884,0.340038771,0.337932977,0.338589981,0.340971924,0.33779634,0.336331518,0.333830197,0.33173953,0.32740589,0.320429283,0.311517103,0.301905688,0.293077312,0.2858687,0.280427829,0.276274086,0.272780684,0.269079553,0.264612571,0.259262816,0.253329179,0.247151083,0.241173447,0.235658672,0.230646325,0.236216451,0.222855334,0.227284143,0.221544589,0.345210208,0.335717948,0.329961202,0.306410686,0.301208391,0.293879086,0.250644097,,,
India,,0.339674955,0.334790326,0.329621363,0.323426691,0.317753684,0.311937634,0.307765165,0.30186051,0.295243187,0.289849198,0.281952836,0.276277726,0.271368249,0.265868673,0.26031374,0.254733384,0.24897391,0.245126999,0.239879575,0.233572938,0.228308312,0.223531735,0.217738125,0.213973641,0.209107672,0.204361583,0.199704554,0.195064486,0.191707597,0.187754039,0.183657235,0.179495793,0.175868345,0.172421254,0.168503711,0.16443028,0.161954506,0.15880415,0.155534914,0.15276022,0.149572503,0.146702955,0.144234381,0.141554745,0.139132519,0.136581703,0.134022146,0.131922098,0.129982965,0.127954495,0.126137723,0.123616082,,,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,0.562951423,0.552529046,0.547210488,0.532347247,0.518541688,0.494669067,0.490619993,0.478125911,0.470905154,0.465635303,0.455540516,0.438941667,0.415755278,0.39936255,0.386888433,0.373064035,0.360428981,0.347841759,0.335828084,0.324660103,0.313640313,0.303517127,0.289694069,0.294698568,0.290835543,0.28448819,0.276831701,0.291351733,0.299628967,0.296245789,0.291152116,0.281865879,0.286052947,0.282420887,0.285410191,0.29113322,0.281696198,0.292240464,0.286567597,0.283035677,0.307275047,0.299342794,0.295757235,0.296049738,0.284621269,0.269796525,0.240967033,0.245236487,0.240112449,0.22170299,0.232040157,0.2550744,,,
"Iran, Islamic Rep.",,0.666357657,0.649721435,0.633434363,0.617490151,0.601880592,0.586544597,0.571849444,0.558577712,0.544565815,0.531317744,0.532117442,0.539571844,0.546894832,0.515024495,0.484256989,0.454367202,0.429967848,0.394467789,0.407818488,0.335702014,0.336988586,0.337797382,0.330195664,0.3224811,0.3150719,0.307891929,0.301062779,0.293763065,0.281354394,0.270432926,0.29117771,0.291914177,0.294702473,0.291371824,0.288269137,0.278876843,0.26434462,0.264665851,0.252190625,0.226636081,0.237394858,0.236776762,0.236376383,0.236072403,0.235774406,0.235480188,0.235203541,0.234893661,0.23449325,0.233969169,0.233306619,0.23253287,,,
Iraq,,0.615355473,0.605924772,0.595772751,0.584816922,0.573080202,0.55483844,0.542056971,0.523719358,0.505968551,0.488809115,0.472703333,0.471704966,0.456572262,0.45083654,0.436472498,0.422598408,0.409277043,0.404378926,0.395990017,0.38452079,0.373764628,0.363632309,0.354134497,0.345286926,0.337048442,0.329404241,0.322210049,0.318171023,0.293286662,0.286066474,0.300786909,0.286974793,0.294396473,0.257562454,0.237415037,0.23015613,0.204467085,0.209451581,0.198788917,0.17391488,0.177255308,0.186419122,0.175572579,0.170969202,0.192466335,0.173179022,0.174151437,0.137158562,0.121785879,0.12958338,0.125745866,0.104542345,,,
Iceland,,0.670282468,0.657974098,0.646367147,0.634977749,0.624070395,0.613591042,0.603770547,0.595568967,0.590060432,0.591866483,0.591951402,0.588131225,0.584032367,0.580830727,0.578037334,0.576868919,0.581607672,0.581559205,0.580326489,0.582980477,0.576368876,0.572992389,0.565455719,0.55947326,0.55508378,0.555144338,0.549095213,0.540562185,0.533909164,0.533697503,0.527546868,0.520959024,0.511896862,0.507478733,0.504733277,0.498296866,0.490543212,0.474371185,0.465064298,0.458740065,0.452682406,0.448659759,0.445563534,0.441668892,0.434732791,0.424646622,0.401199104,0.393807457,0.389326183,0.38674259,0.385563016,0.377904439,,,
Israel,,0.145537757,0.134757959,0.134510298,0.13010101,0.121732345,0.12248003,0.117668488,0.114876918,0.111574557,0.10928043,0.106223526,0.103240152,0.101891397,0.100384957,0.097250362,0.09198981,0.089952948,0.088075881,0.085842578,0.083806086,0.082153691,0.080625155,0.076735688,0.078865112,0.077250177,0.078622936,0.077592126,0.076316974,0.074811864,0.07360515,0.070115175,0.06773375,0.065957042,0.0646416,0.062218215,0.059030218,0.057573681,0.056104505,0.054367347,0.053744633,0.053113838,0.053120244,0.0499275,0.045674842,0.044876697,0.042956179,0.042589936,0.041005363,0.040651384,0.039679417,0.03888846,0.037266924,,,
Italy,,0.254509873,0.251476775,0.247287911,0.243791285,0.240326909,0.236942821,0.234194384,0.231911826,0.228267986,0.222660499,0.175890256,0.172724672,0.169639479,0.169095504,0.168287005,0.168059807,0.167258176,0.168301593,0.168259566,0.168037347,0.167534856,0.167269305,0.161374515,0.160790522,0.15991357,0.160540941,0.160153547,0.158186697,0.158685678,0.158887884,0.15680465,0.154057197,0.150443886,0.146525366,0.145713811,0.146534626,0.145068484,0.146362266,0.150132694,0.148905622,0.146364752,0.145235615,0.138868526,0.138319403,0.134208543,0.126857503,0.122710599,0.127017087,0.117217315,0.118713,0.114517735,0.119550451,,,
Jamaica,,0.100489432,0.09889977,0.097245549,0.095690305,0.085227273,0.084121977,0.085925369,0.08499177,0.084013754,0.077581594,0.076491761,0.075318337,0.074127848,0.073016519,0.072031793,0.071158101,0.070408891,0.069701251,0.064159198,0.063291139,0.06243352,0.056815599,0.051320957,0.050440809,0.049759855,0.049233667,0.048923679,0.048803259,0.050528443,0.049790795,0.052368163,0.056127747,0.071281561,0.065447101,0.063709677,0.061754883,0.059193337,0.056711958,0.055549319,0.054066809,0.053731334,0.051620245,0.051434548,0.050490766,0.048418805,0.048246503,0.046948692,0.044911289,0.044752975,0.044596005,0.044447111,0.044316337,,,
Jordan,,0.302876995,0.288413619,0.273166085,0.259189932,0.244680851,0.231610694,0.218238821,0.206782161,0.196308154,0.188328912,0.181085062,0.175690119,0.170420857,0.165931419,0.160773481,0.156160561,0.151030242,0.146454394,0.141474921,0.137093077,0.128173123,0.125479128,0.123783743,0.083134056,0.104689864,0.100874636,0.106465214,0.104477612,0.095811518,0.056529968,0.042143865,0.069568711,0.058627752,0.051957646,0.060071514,0.041618497,0.042079208,0.041630149,0.040598291,0.039608088,0.0390482,0.038705836,0.034275755,0.039508507,0.034189614,0.034320809,0.024783607,0.02583823,0.033947591,0.029374793,0.028409642,0.033934789,,,
Japan,,0.059614716,0.058644294,0.05753419,0.056528939,0.055398805,0.054644754,0.053382973,0.052641474,0.050032955,0.049796349,0.048487658,0.047178789,0.046401244,0.045187996,0.044175451,0.043637105,0.04313078,0.042629115,0.042133425,0.041735884,0.041318169,0.040962777,0.040609094,0.040293956,0.039998675,0.039673394,0.039429606,0.039196496,0.038922642,0.038595724,0.038250176,0.037946051,0.037619644,0.037291635,0.036910371,0.036594384,0.036245508,0.035878165,0.035560013,0.03527195,0.03495112,0.034673781,0.03442741,0.034274935,0.034123015,0.033968433,0.033796611,0.033639693,0.033534562,0.03343484,0.033281886,0.033285908,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.132416657,2.145688975,2.154866181,2.007002442,1.861612359,1.728219204,1.606032658,1.467937745,1.446892041,1.490341953,1.525949213,1.513245205,1.507361794,1.494022359,1.483529879,1.467302911,1.449534261,1.45407536,1.445019327,1.451686941,1.36379134,,,
Kenya,,0.418588086,0.405610262,0.392886509,0.380428249,0.368238794,0.356324583,0.344675148,0.33326192,0.322054761,0.311042931,0.30023644,0.289659208,0.279333845,0.269283652,0.281768656,0.271506649,0.261578515,0.25196269,0.242634541,0.233588761,0.224836359,0.216403647,0.208318132,0.196646722,0.2326467,0.225216346,0.220195092,0.222932513,0.232616227,0.212827402,0.210323583,0.211428366,0.195936175,0.204900096,0.198662662,0.166133003,0.16690795,0.1582297,0.168177936,0.157439913,0.160937606,0.155726267,0.153378078,0.152682573,0.148914935,0.14633737,0.142279817,0.138582228,0.140056065,0.136380612,0.132786241,0.131631594,,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292332905,0.299333584,0.289030143,0.275852995,0.293189871,0.289157653,0.285175089,0.282621271,0.276825086,0.27178419,0.269501272,0.266492178,0.261327796,0.248711889,0.245994941,0.242958014,0.240566304,0.237029331,0.234255401,0.231367642,0.227671565,,,
Cambodia,,0.483290298,0.472895928,0.461080219,0.458178494,0.448416903,0.440127953,0.433428024,0.419394324,0.398433793,0.383498868,0.251126021,0.245527244,0.24070134,0.244657765,0.24496861,0.255668266,0.263083197,0.279268723,0.28697141,0.297696972,0.295224348,0.292294386,0.283485352,0.272909297,0.297039996,0.325401342,0.364596778,0.407459028,0.422419772,0.410151966,0.396842123,0.38305299,0.371336648,0.357306577,0.345973555,0.335687318,0.326315118,0.317828213,0.310186543,0.303330777,0.297215469,0.291752458,0.286794649,0.282177071,0.277776568,0.280953705,0.276792413,0.279897744,0.275728725,0.278481989,0.274102163,0.27642459,,,
Kiribati,,0.047324957,0.046176579,0.04507347,0.044029588,0.043052416,0.042139862,0.041288192,0.040494847,0.03975906,0.039077001,0.038446751,0.037862295,0.037309952,0.036776875,0.036252243,0.035727045,0.035201971,0.034683685,0.034182775,0.033704078,0.033257396,0.032831019,0.03238342,0.03186337,0.031247071,0.030525496,0.029734471,0.028941885,0.028223473,0.027620113,0.027137779,0.026747623,0.026412403,0.026084461,0.025731084,0.025346294,0.024940766,0.024523027,0.024105389,0.023694998,0.023294277,0.022898229,0.022499213,0.022088464,0.021661666,0.021218583,0.020766276,0.020317564,0.019887437,0.019484062,0.019109132,0.018758207,,,
St. Kitts and Nevis,,0.195331575,0.196209238,0.197890487,0.200264349,0.2032066,0.206803847,0.211046156,0.215521886,0.175692889,0.178245176,0.179815689,0.180472839,0.180529855,0.18047691,0.180676634,0.181233293,0.182041597,0.183049606,0.184119678,0.185163754,0.186141747,0.187086364,0.188062719,0.189152126,0.190399124,0.191860326,0.193456339,0.194908028,0.195819259,0.195919967,0.195079129,0.193423598,0.19122287,0.165238534,0.163215818,0.138277523,0.136720975,0.135162533,0.155770172,0.153697523,0.151462697,0.149142431,0.146809001,0.144556418,0.080791225,0.079890803,0.079064698,0.078288611,0.077344007,0.085956601,0.094343183,0.093196645,,,
"Korea, Rep.",,0.078903431,0.075359172,0.073729684,0.074720855,0.075353582,0.074297862,0.072881791,0.070496748,0.068348397,0.066778684,0.064897339,0.062795837,0.061431277,0.059811602,0.058417167,0.057464013,0.056767319,0.056236025,0.055123008,0.054034523,0.052965598,0.052102468,0.050914044,0.049918383,0.049233265,0.048624639,0.048220051,0.047512271,0.046597051,0.045557095,0.04450788,0.043384878,0.042425971,0.041329219,0.039540513,0.038330856,0.037472597,0.036900606,0.036446184,0.036546884,0.035664993,0.035151688,0.034664101,0.034409245,0.034130985,0.033469813,0.03286167,0.03197225,0.031230914,0.030499673,0.029972213,0.030441296,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173069867,,,,,,,,
Kuwait,,0.003393984,0.002983641,0.002620099,0.002318217,0.002073944,0.00187434,0.001706977,0.001564529,0.00144118,0.001333006,0.001237777,0.001153739,0.001078962,0.001011872,0.000951306,0.000896489,0.000846784,0.000801541,0.000760209,0.000722365,0.001377047,0.001316781,0.001260871,0.001809496,0.001728788,0.002193944,0.00208556,0.001997358,0.001947,0.001942849,0.001992915,,,,0.00305431,0.003663214,0.003558179,0.003397033,0.003777348,0.00518277,0.006532591,0.005875973,0.00572521,0.005077679,0.004859507,0.004603477,0.004451288,0.004177001,0.003887211,0.00359539,0.00339592,0.002924335,,,
Latin America & Caribbean (developing only),,0.322275741,0.323215331,0.325930039,0.323561478,0.319017215,0.314253021,0.310890098,0.312598819,0.30868546,0.306660118,0.307209461,0.305900518,0.303607789,0.303886733,0.301900276,0.300178793,0.29820878,0.292175255,0.288378122,0.283084087,0.279522592,0.278744621,0.274847772,0.269679218,0.266185189,0.265455246,0.264479147,0.261363659,0.258994306,0.258915433,0.259478991,0.25572012,0.252894384,0.250612036,0.260224717,0.255917233,0.253215349,0.250434557,0.247669649,0.244424863,0.243774274,0.248302755,0.253842711,0.255041918,0.25319922,0.246534495,0.244988101,0.247336904,0.245303983,0.242734184,0.244200684,0.238637005,,,
Lao PDR,,0.295027813,0.288292963,0.28168047,0.275180996,0.268787512,0.266663713,0.260511332,0.257550073,0.252077154,0.24757774,0.242785819,0.24665544,0.246901049,0.247695097,0.246073972,0.245562111,0.24588918,0.244931808,0.243577212,0.239800707,0.235111844,0.23121469,0.225348587,0.220709231,0.215208912,0.209498498,0.203590902,0.198297831,0.192636909,0.188095641,0.182772743,0.177675151,0.17288067,0.173319544,0.17044844,0.165918189,0.168486412,0.16689022,0.166850354,0.172191809,0.178811699,0.172653816,0.175658626,0.176712976,0.182767242,0.188393682,0.18014578,0.215038147,0.221024896,0.223622739,0.219886918,0.224005685,,,
Lebanon,,0.092244738,0.093493089,0.090680923,0.093081953,0.098453703,0.09641306,0.099317194,0.10221781,0.102194562,0.102289411,0.101972791,0.099307208,0.096757573,0.093472577,0.090849336,0.088902162,0.087482887,0.08599261,0.084531731,0.080605106,0.08028281,0.079018919,0.078452228,0.077983555,0.076216294,0.074702404,0.070354489,0.069699651,0.068743544,0.067702077,0.065759047,0.063787534,0.062050522,0.060511382,0.059339238,0.059590215,0.059818591,0.060052152,0.040865966,0.039871669,0.035715614,0.036902024,0.036742219,0.035280983,0.03554171,0.033521968,0.032848472,0.029931457,0.029413579,0.026284505,0.025520452,0.046613979,,,
Liberia,,0.330160993,0.3212942,0.314226785,0.304715161,0.297693157,0.288318278,0.281343361,0.272906334,0.266029545,0.257795859,0.251078058,0.24443085,0.237835,0.231267345,0.224725172,0.218375004,0.215158153,0.208990536,0.202625613,0.196033984,0.189112522,0.18415528,0.180306455,0.17561413,0.172928341,0.176721116,0.177579132,0.184295618,0.187176711,0.166438646,0.169404567,0.172526658,0.17444622,0.173340439,0.168275622,0.159250087,0.156429021,0.148548621,0.145891956,0.138314117,0.133388022,0.123751373,0.121630281,0.119322637,0.116215557,0.113743661,0.109302432,0.108909268,0.11252132,0.113694072,0.110305635,0.119327328,,,
Libya,,1.14566373,1.113139209,1.074045717,1.037950873,0.998686858,0.962463908,0.923906125,0.888691516,0.85173324,0.815886758,0.783470139,0.749999566,0.720185663,0.690032863,0.663683903,0.637275566,0.61435485,0.592642362,0.570117998,0.549305237,0.529747842,0.511582637,0.49536962,0.479233571,0.465287641,0.453126866,0.441513233,0.429837299,0.420300441,0.410374728,0.402292847,0.394838944,0.386834086,0.381361316,0.383337959,0.40801619,0.400619498,0.352169793,0.346016539,0.340061874,0.334358638,0.328903198,0.323577516,0.306843989,0.30164389,0.296251203,0.290804238,0.285806584,0.281863456,0.279298536,0.278279033,0.273737018,,,
St. Lucia,,0.054997635,0.05429707,0.05353491,0.052735384,0.051919463,0.051084524,0.050238129,0.049416392,0.048663221,0.04800215,0.047443282,0.046966879,0.046528508,0.048832624,0.045549786,0.044959581,0.044316026,0.043648681,0.040415506,0.038140765,0.035955282,0.033016921,0.030145513,0.028119677,0.026104291,0.025656974,0.022895171,0.022466525,0.022066287,0.020987118,0.019977311,0.019022926,0.018803276,0.017210282,0.013601741,0.012754931,0.012583281,0.013066259,0.012897152,0.012742993,0.012606366,0.012482992,0.012363461,0.01223526,0.012091387,0.017893783,0.017631916,0.017368247,0.017123679,0.016911222,0.016733788,0.016584665,,,
Latin America & Caribbean (all income levels),,0.378395516,0.378871978,0.380094506,0.377099003,0.372777224,0.370771554,0.368274412,0.372763369,0.374398428,0.370793668,0.368745474,0.365122323,0.361050646,0.359103367,0.355196176,0.351796131,0.347942484,0.340631831,0.33524218,0.328776865,0.323210723,0.322949101,0.31749119,0.311301288,0.3071447,0.305097754,0.301644973,0.296581966,0.292890746,0.29108898,0.290277549,0.285134165,0.281503501,0.278620559,0.285479136,0.280864977,0.277853111,0.274879324,0.27152847,0.26811863,0.266936689,0.269640139,0.274902868,0.278984448,0.280323818,0.277167714,0.277712001,0.277181823,0.272766891,0.275185638,0.277256849,0.273942175,,,
Least developed countries: UN classification,,0.47119698,0.463365384,0.459398106,0.451464722,0.44399749,0.434475558,0.425085357,0.418851659,0.410393993,0.401502663,0.391833058,0.386115789,0.376054614,0.366043419,0.359304895,0.352903395,0.344268171,0.339608693,0.331119739,0.323555757,0.314882104,0.307803698,0.301427627,0.293845589,0.289862959,0.283646223,0.276823023,0.272232923,0.266200307,0.261877868,0.2565282,0.249422334,0.246324267,0.239541437,0.237361923,0.23532563,0.230747329,0.225656389,0.22063565,0.215212885,0.212474889,0.209065932,0.211624911,0.207102772,0.207738828,0.20455565,0.202400624,0.204785559,0.201985975,0.199704531,0.193874833,0.202815105,,,
Low income,,0.498948818,0.492414304,0.491100088,0.484077689,0.476695846,0.467164583,0.457352457,0.452071319,0.444795673,0.435118229,0.422992457,0.414971187,0.405316203,0.392943087,0.385906053,0.379465496,0.372163497,0.370366938,0.363626395,0.356809969,0.34784498,0.341174654,0.33492739,0.326672433,0.323973186,0.317590406,0.309596483,0.304321834,0.297165684,0.293585046,0.289068278,0.283136201,0.275309313,0.266760445,0.263543577,0.261453246,0.25714097,0.251620623,0.245652352,0.239451638,0.236895673,0.23407011,0.235998735,0.230674321,0.23212091,0.22804299,0.224736169,0.22803062,0.223485614,0.220031235,0.216675329,0.222941888,,,
Liechtenstein,,0.236770451,0.231240606,0.225708159,0.220143093,0.214511718,0.208811861,0.20313849,0.197677292,0.192631832,0.188093671,0.184111203,0.180562452,0.177289247,0.174034111,0.170684873,0.167182145,0.163639339,0.160237151,0.157189453,0.154625227,0.152549483,0.150863695,0.149432158,0.148098782,0.146740526,0.145332994,0.143890068,0.142394361,0.140820278,0.139154636,0.137405105,0.135579433,0.133685371,0.131730611,0.129731132,0.127685383,0.12562025,0.123620855,0.121791554,0.120185085,0.115854202,0.114722753,0.113735783,0.112817843,0.111901756,0.108135796,0.107250713,0.106380001,0.097211421,0.096482523,0.095793305,0.081541681,,,
Sri Lanka,,0.058516916,0.055252322,0.074844075,0.072457122,0.071031888,0.069236821,0.067674955,0.066544363,0.065621939,0.064727505,0.0643026,0.063914159,0.063249561,0.062782294,0.062981624,0.065612014,0.068139435,0.070472163,0.062189055,0.061029362,0.060618307,0.05639642,0.056366349,0.055886688,0.055296048,0.05500093,0.054663165,0.054099645,0.053551263,0.052894505,0.052296288,0.051933892,0.049869659,0.049354424,0.04885311,0.048374782,0.047824214,0.047327513,0.047491604,0.047900743,0.048731181,0.049468844,0.049548845,0.046308207,0.055996742,0.052875415,0.04990269,0.059270967,0.053789731,0.058102939,0.057501557,0.061491539,,,
Lower middle income,,0.329697448,0.324441479,0.320941752,0.316706224,0.313126245,0.304194399,0.300192015,0.293496976,0.29165767,0.283108129,0.275444961,0.265456719,0.2641022,0.255301574,0.249068134,0.243824371,0.234087366,0.228127915,0.221825586,0.217415703,0.210150814,0.206121999,0.200803954,0.199189305,0.197318758,0.196114379,0.19249661,0.188922575,0.184906868,0.180429226,0.176168162,0.185769592,0.183410783,0.180267775,0.178103334,0.174972912,0.172630734,0.169776197,0.167717377,0.164812612,0.161199479,0.157765001,0.157313701,0.155259256,0.152398837,0.150572126,0.148555161,0.14649131,0.143703989,0.142530214,0.139551533,0.138478598,,,
Low & middle income,,0.305497157,0.302103443,0.298794907,0.294213027,0.289676435,0.282192852,0.277102992,0.271845812,0.268325354,0.261307861,0.255214304,0.249057196,0.246229053,0.240239823,0.235033995,0.231079059,0.225275416,0.220873986,0.216962067,0.212262371,0.207707564,0.205789847,0.203212024,0.20285582,0.202552035,0.200753256,0.197555438,0.194418752,0.190966261,0.188084228,0.185899193,0.197361182,0.194580634,0.191195182,0.189167794,0.185848908,0.182700555,0.179572418,0.176590252,0.173231086,0.170543335,0.169618086,0.168968531,0.168500164,0.166199864,0.16423735,0.160699258,0.159886954,0.158118882,0.15725701,0.155292825,0.153569547,,,
Lesotho,,0.413274182,0.400267601,0.392946116,0.387777684,0.380390699,0.378256155,0.370762494,0.368363527,0.360918731,0.356506239,0.341710298,0.330146259,0.323305402,0.31626286,0.323734433,0.30136463,0.238245717,0.232846879,0.239362871,0.223343529,0.222272942,0.209600275,0.201163192,0.206501243,0.207104784,0.191960276,0.214439261,0.219477139,0.191727561,0.198430832,0.195957983,0.199956636,0.194867428,0.18839291,0.182458445,0.180980114,0.180385692,0.178411446,0.176665864,0.177780172,0.176330184,0.159110002,0.157996353,0.16213033,0.167718673,0.156157797,0.166184646,0.181523724,0.168306779,0.160152314,0.151503972,0.13673055,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779705706,0.767932987,0.708202904,0.789727045,0.795754569,0.805004116,0.814237951,0.837911628,0.82239474,0.469918042,0.476029075,0.446531446,0.478639059,0.573810063,0.574572565,0.568069634,0.582040509,0.649305894,0.686860286,0.721802177,0.756583582,,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142104057,0.1404224,0.138958929,0.137280517,0.135343106,0.12898843,0.126947319,0.127085187,0.12688018,0.124090216,0.122200677,0.119418073,0.117827425,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.645670147,0.658138564,0.678371686,0.403210229,0.431381454,0.44351257,0.439415623,0.412887443,0.409706236,0.40989744,0.421180578,0.418277457,0.445844281,0.487761519,0.543194806,0.539920239,0.537357359,0.545369056,0.559222523,0.562215342,0.579063559,,,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,0.518365273,0.503021065,0.493011945,0.48298773,0.477245697,0.472050602,0.460647824,0.456466973,0.446201032,0.441158134,0.487066799,0.425972304,0.420833991,0.412215172,0.408465845,0.400550509,0.39863486,0.400241211,0.382953037,0.375151294,0.373947955,0.368617062,0.362448669,0.354567622,0.348643726,0.344686711,0.346592278,0.340195935,0.345333732,0.348976166,0.343051513,0.345389558,0.341980849,0.341113952,0.328438129,0.330080765,0.32147188,0.31927416,0.307988136,0.302826685,0.290178282,0.284470353,0.303729771,0.272819934,0.267298732,0.262744321,0.260066307,0.256933341,0.248160505,0.243853982,0.244184458,0.243965366,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468429574,0.471223994,0.476564617,0.482435983,0.487219951,0.489025255,0.492234306,0.496846587,0.501979343,0.509161324,0.508685747,0.510673774,0.510551632,0.509848306,0.507641256,0.509378206,0.510068603,0.509591082,0.508977287,0.508428966,0.509619418,,,
